revenue_id,company_id,user_id,month,revenue_amount,is_recurring
REV-0000196,CTC-002,USR-000036,2023-03,91.54,True
REV-0000197,CTC-002,USR-000036,2023-04,36.05,True
REV-0000198,CTC-002,USR-000036,2023-05,146.56,True
REV-0000199,CTC-002,USR-000036,2023-06,155.78,True
REV-0000200,CTC-004,USR-000037,2023-01,185.33,False
REV-0000201,CTC-004,USR-000037,2023-02,278.84,True
REV-0000202,CTC-004,USR-000037,2023-03,101.45,True
REV-0000203,CTC-004,USR-000037,2023-04,277.96,True
REV-0000204,CTC-004,USR-000037,2023-05,256.31,True
REV-0000205,CTC-004,USR-000037,2023-06,211.97,True
REV-0000206,CTC-002,USR-000038,2023-01,92.91,False
REV-0000207,CTC-002,USR-000038,2023-02,126.35,True
REV-0000208,CTC-002,USR-000038,2023-03,166.15,True
REV-0000209,CTC-002,USR-000038,2023-04,140.33,True
REV-0000210,CTC-002,USR-000038,2023-05,63.15,True
REV-0000211,CTC-002,USR-000038,2023-06,160.78,True
REV-0000212,CTC-002,USR-000038,2023-07,75.54,True
REV-0000213,CTC-002,USR-000038,2023-08,121.19,True
REV-0000214,CTC-002,USR-000038,2023-09,58.83,True
REV-0000215,CTC-002,USR-000038,2023-10,127.69,True
REV-0000216,CTC-002,USR-000038,2023-11,98.28,True
REV-0000217,CTC-004,USR-000039,2023-01,317.6,False
REV-0000218,CTC-004,USR-000039,2023-02,295.45,True
REV-0000219,CTC-004,USR-000039,2023-03,290.36,True
REV-0000220,CTC-004,USR-000039,2023-04,308.35,True
REV-0000221,CTC-004,USR-000039,2023-05,146.12,True
REV-0000222,CTC-004,USR-000039,2023-06,306.03,True
REV-0000223,CTC-004,USR-000039,2023-07,322.46,True
REV-0000224,CTC-004,USR-000039,2023-08,303.0,True
REV-0000225,CTC-004,USR-000039,2023-09,85.16,True
REV-0000226,CTC-004,USR-000039,2023-10,327.21,True
REV-0000227,CTC-004,USR-000039,2023-11,166.26,True
REV-0000228,CTC-004,USR-000039,2023-12,122.64,True
REV-0000229,CTC-001,USR-000040,2023-01,228.31,False
REV-0000230,CTC-001,USR-000040,2023-02,66.78,True
REV-0000231,CTC-001,USR-000040,2023-03,167.08,True
REV-0000232,CTC-001,USR-000040,2023-04,136.24,True
REV-0000233,CTC-001,USR-000040,2023-05,217.02,True
REV-0000234,CTC-002,USR-000041,2023-01,165.23,False
REV-0000235,CTC-002,USR-000041,2023-02,86.77,True
REV-0000236,CTC-002,USR-000041,2023-03,97.45,True
REV-0000237,CTC-002,USR-000041,2023-04,119.06,True
REV-0000238,CTC-002,USR-000041,2023-05,38.41,True
REV-0000239,CTC-001,USR-000042,2023-01,69.21,False
REV-0000240,CTC-001,USR-000043,2023-01,57.71,False
REV-0000241,CTC-001,USR-000043,2023-02,213.36,True
REV-0000242,CTC-001,USR-000043,2023-03,92.12,True
REV-0000243,CTC-001,USR-000043,2023-04,236.1,True
REV-0000244,CTC-001,USR-000043,2023-05,70.57,True
REV-0000245,CTC-001,USR-000043,2023-06,114.53,True
REV-0000246,CTC-001,USR-000043,2023-07,229.54,True
REV-0000247,CTC-001,USR-000043,2023-08,131.15,True
REV-0000248,CTC-002,USR-000044,2023-01,89.68,False
REV-0000249,CTC-002,USR-000044,2023-01,56.56,True
REV-0000250,CTC-002,USR-000044,2023-03,92.69,True
REV-0000251,CTC-002,USR-000044,2023-04,165.88,True
REV-0000252,CTC-002,USR-000044,2023-05,38.97,True
REV-0000253,CTC-002,USR-000045,2023-01,34.72,False
REV-0000254,CTC-002,USR-000046,2023-01,92.43,False
REV-0000255,CTC-002,USR-000046,2023-02,89.65,True
REV-0000256,CTC-002,USR-000046,2023-03,140.8,True
REV-0000257,CTC-002,USR-000046,2023-04,81.14,True
REV-0000258,CTC-002,USR-000046,2023-05,70.05,True
REV-0000259,CTC-002,USR-000046,2023-06,162.03,True
REV-0000260,CTC-002,USR-000046,2023-07,39.75,True
REV-0000261,CTC-002,USR-000046,2023-08,76.58,True
REV-0000262,CTC-002,USR-000046,2023-09,39.77,True
REV-0000263,CTC-002,USR-000046,2023-10,141.62,True
REV-0000264,CTC-002,USR-000046,2023-11,35.21,True
REV-0000265,CTC-001,USR-000047,2023-01,84.82,False
REV-0000266,CTC-001,USR-000047,2023-02,144.47,True
REV-0000267,CTC-001,USR-000047,2023-03,223.33,True
REV-0000268,CTC-002,USR-000048,2023-01,98.51,False
REV-0000269,CTC-002,USR-000048,2023-02,82.92,True
REV-0000270,CTC-002,USR-000048,2023-03,71.94,True
REV-0000271,CTC-002,USR-000048,2023-04,165.63,True
REV-0000272,CTC-002,USR-000048,2023-05,147.46,True
REV-0000273,CTC-002,USR-000048,2023-06,46.27,True
REV-0000274,CTC-002,USR-000048,2023-07,72.7,True
REV-0000275,CTC-002,USR-000048,2023-08,153.09,True
REV-0000276,CTC-002,USR-000048,2023-08,102.72,True
REV-0000277,CTC-002,USR-000048,2023-09,68.92,True
REV-0000278,CTC-002,USR-000048,2023-10,58.01,True
REV-0000279,CTC-002,USR-000049,2023-01,125.91,False
REV-0000280,CTC-002,USR-000049,2023-02,137.43,True
REV-0000281,CTC-002,USR-000049,2023-03,159.5,True
REV-0000282,CTC-002,USR-000049,2023-04,139.65,True
REV-0000283,CTC-001,USR-000050,2023-01,83.24,False
REV-0000284,CTC-001,USR-000050,2023-02,196.84,True
REV-0000285,CTC-001,USR-000050,2023-03,61.05,True
REV-0000286,CTC-001,USR-000050,2023-04,184.16,True
REV-0000287,CTC-001,USR-000050,2023-05,137.19,True
REV-0000288,CTC-001,USR-000050,2023-06,211.56,True
REV-0000289,CTC-001,USR-000050,2023-07,171.24,True
REV-0000290,CTC-002,USR-000051,2023-01,56.95,False
REV-0000291,CTC-002,USR-000051,2023-03,155.75,True
REV-0000292,CTC-002,USR-000052,2023-01,83.63,False
REV-0000293,CTC-002,USR-000052,2023-02,76.67,True
REV-0000294,CTC-002,USR-000052,2023-03,75.17,True
REV-0000295,CTC-002,USR-000052,2023-04,90.81,True
REV-0000296,CTC-002,USR-000052,2023-05,139.12,True
REV-0000297,CTC-002,USR-000052,2023-06,65.12,True
REV-0000298,CTC-002,USR-000052,2023-07,161.19,True
REV-0000299,CTC-002,USR-000052,2023-08,147.03,True
REV-0000300,CTC-002,USR-000052,2023-09,157.24,True
REV-0000301,CTC-002,USR-000052,2023-10,48.27,True
REV-0000302,CTC-002,USR-000052,2023-11,48.99,True
REV-0000303,CTC-004,USR-000053,2023-01,287.51,False
REV-0000304,CTC-004,USR-000053,2023-02,169.54,True
REV-0000305,CTC-004,USR-000053,2023-03,167.8,True
REV-0000306,CTC-004,USR-000053,2023-04,250.07,True
REV-0000307,CTC-004,USR-000053,2023-05,328.21,True
REV-0000308,CTC-004,USR-000053,2023-06,144.98,True
REV-0000309,CTC-004,USR-000053,2023-07,157.71,True
REV-0000310,CTC-002,USR-000054,2023-01,73.72,False
REV-0000311,CTC-002,USR-000054,2023-02,128.6,True
REV-0000312,CTC-002,USR-000054,2023-03,100.93,True
REV-0000313,CTC-002,USR-000054,2023-04,169.9,True
REV-0000314,CTC-002,USR-000054,2023-05,72.4,True
REV-0000315,CTC-002,USR-000054,2023-06,75.31,True
REV-0000316,CTC-002,USR-000054,2023-07,51.73,True
REV-0000317,CTC-002,USR-000054,2023-08,79.31,True
REV-0000318,CTC-002,USR-000054,2023-09,136.29,True
REV-0000319,CTC-002,USR-000054,2023-10,78.65,True
REV-0000320,CTC-002,USR-000054,2023-11,136.4,True
REV-0000321,CTC-002,USR-000054,2023-12,63.05,True
REV-0000322,CTC-001,USR-000055,2023-01,203.69,False
REV-0000323,CTC-001,USR-000055,2023-02,212.89,True
REV-0000324,CTC-001,USR-000055,2023-03,124.75,True
REV-0000325,CTC-001,USR-000055,2023-04,77.56,True
REV-0000326,CTC-001,USR-000055,2023-05,136.48,True
REV-0000327,CTC-001,USR-000055,2023-06,236.72,True
REV-0000328,CTC-001,USR-000055,2023-07,210.4,True
REV-0000329,CTC-001,USR-000056,2023-01,51.63,False
REV-0000330,CTC-001,USR-000056,2023-02,205.88,True
REV-0000331,CTC-001,USR-000056,2023-03,234.61,True
REV-0000332,CTC-001,USR-000056,2023-04,189.94,True
REV-0000333,CTC-001,USR-000056,2023-05,143.06,True
REV-0000334,CTC-001,USR-000056,2023-06,112.6,True
REV-0000335,CTC-001,USR-000056,2023-07,131.02,True
REV-0000336,CTC-001,USR-000056,2023-08,86.94,True
REV-0000337,CTC-001,USR-000056,2023-08,101.82,True
REV-0000338,CTC-001,USR-000056,2023-09,87.07,True
REV-0000339,CTC-001,USR-000056,2023-10,127.01,True
REV-0000340,CTC-002,USR-000057,2023-01,104.15,False
REV-0000341,CTC-002,USR-000057,2023-02,107.02,True
REV-0000342,CTC-002,USR-000057,2023-03,167.6,True
REV-0000343,CTC-002,USR-000057,2023-04,92.88,True
REV-0000344,CTC-002,USR-000057,2023-05,37.64,True
REV-0000345,CTC-002,USR-000057,2023-06,136.88,True
REV-0000346,CTC-002,USR-000057,2023-07,38.82,True
REV-0000347,CTC-002,USR-000057,2023-08,133.06,True
REV-0000348,CTC-002,USR-000057,2023-09,106.09,True
REV-0000349,CTC-002,USR-000057,2023-10,71.85,True
REV-0000350,CTC-002,USR-000057,2023-11,103.5,True
REV-0000351,CTC-003,USR-000058,2023-01,227.08,False
REV-0000352,CTC-003,USR-000058,2023-02,338.41,True
REV-0000353,CTC-003,USR-000058,2023-03,136.28,True
REV-0000354,CTC-003,USR-000059,2023-01,218.64,False
REV-0000355,CTC-003,USR-000059,2023-03,341.37,True
REV-0000356,CTC-003,USR-000059,2023-04,359.56,True
REV-0000357,CTC-003,USR-000059,2023-05,220.9,True
REV-0000358,CTC-003,USR-000059,2023-05,280.08,True
REV-0000359,CTC-003,USR-000059,2023-06,168.32,True
REV-0000360,CTC-001,USR-000060,2023-01,154.67,False
REV-0000361,CTC-001,USR-000060,2023-03,234.52,True
REV-0000362,CTC-001,USR-000060,2023-04,161.71,True
REV-0000363,CTC-001,USR-000060,2023-05,126.96,True
REV-0000364,CTC-001,USR-000060,2023-05,151.21,True
REV-0000365,CTC-001,USR-000060,2023-06,163.21,True
REV-0000366,CTC-003,USR-000061,2023-01,419.33,False
REV-0000367,CTC-003,USR-000061,2023-02,353.98,True
REV-0000368,CTC-003,USR-000061,2023-03,239.07,True
REV-0000369,CTC-003,USR-000061,2023-04,383.18,True
REV-0000370,CTC-003,USR-000061,2023-05,381.99,True
REV-0000371,CTC-003,USR-000061,2023-06,155.3,True
REV-0000372,CTC-003,USR-000061,2023-07,307.0,True
REV-0000373,CTC-003,USR-000061,2023-08,99.7,True
REV-0000374,CTC-003,USR-000062,2023-01,259.63,False
REV-0000375,CTC-003,USR-000062,2023-02,343.13,True
REV-0000376,CTC-003,USR-000062,2023-03,312.42,True
REV-0000377,CTC-003,USR-000062,2023-04,415.97,True
REV-0000378,CTC-003,USR-000062,2023-05,342.31,True
REV-0000379,CTC-003,USR-000062,2023-06,137.18,True
REV-0000380,CTC-003,USR-000062,2023-07,85.27,True
REV-0000381,CTC-003,USR-000062,2023-07,161.62,True
REV-0000382,CTC-003,USR-000062,2023-08,326.39,True
REV-0000383,CTC-002,USR-000063,2023-01,155.06,False
REV-0000384,CTC-002,USR-000063,2023-03,145.91,True
REV-0000385,CTC-004,USR-000064,2023-01,181.92,False
REV-0000386,CTC-004,USR-000064,2023-02,260.43,True
REV-0000387,CTC-004,USR-000064,2023-03,321.78,True
REV-0000388,CTC-004,USR-000064,2023-04,231.5,True
REV-0000389,CTC-004,USR-000064,2023-05,116.95,True
REV-0000390,CTC-004,USR-000064,2023-06,194.12,True
REV-0000391,CTC-004,USR-000064,2023-07,220.72,True
REV-0000392,CTC-004,USR-000064,2023-08,321.82,True
REV-0000393,CTC-004,USR-000064,2023-09,144.8,True
REV-0000394,CTC-004,USR-000064,2023-10,316.98,True
REV-0000395,CTC-004,USR-000064,2023-11,323.72,True
REV-0000396,CTC-004,USR-000065,2023-01,103.91,False
REV-0000397,CTC-004,USR-000065,2023-03,80.26,True
REV-0000398,CTC-004,USR-000065,2023-04,170.47,True
REV-0000399,CTC-004,USR-000065,2023-05,121.38,True
REV-0000400,CTC-004,USR-000065,2023-05,137.51,True
REV-0000401,CTC-004,USR-000065,2023-06,147.67,True
REV-0000402,CTC-004,USR-000065,2023-07,78.26,True
REV-0000403,CTC-004,USR-000066,2023-01,141.48,False
REV-0000404,CTC-004,USR-000066,2023-02,200.58,True
REV-0000405,CTC-004,USR-000066,2023-03,146.52,True
REV-0000406,CTC-004,USR-000066,2023-04,180.63,True
REV-0000407,CTC-004,USR-000066,2023-05,276.88,True
REV-0000408,CTC-004,USR-000066,2023-06,271.06,True
REV-0000409,CTC-004,USR-000066,2023-07,214.86,True
REV-0000410,CTC-004,USR-000066,2023-08,173.4,True
REV-0000411,CTC-001,USR-000067,2023-01,219.36,False
REV-0000412,CTC-001,USR-000067,2023-02,161.04,True
REV-0000413,CTC-001,USR-000067,2023-03,87.48,True
REV-0000414,CTC-001,USR-000067,2023-04,179.77,True
REV-0000415,CTC-004,USR-000068,2023-01,215.43,False
REV-0000416,CTC-004,USR-000068,2023-02,313.64,True
REV-0000417,CTC-001,USR-000069,2023-01,220.2,False
REV-0000418,CTC-001,USR-000069,2023-02,137.14,True
REV-0000419,CTC-001,USR-000069,2023-03,229.47,True
REV-0000420,CTC-001,USR-000069,2023-04,154.87,True
REV-0000421,CTC-001,USR-000069,2023-05,166.26,True
REV-0000422,CTC-004,USR-000070,2023-01,241.54,False
REV-0000423,CTC-004,USR-000070,2023-02,272.9,True
REV-0000424,CTC-004,USR-000070,2023-03,162.2,True
REV-0000425,CTC-004,USR-000070,2023-04,290.75,True
REV-0000426,CTC-004,USR-000070,2023-05,187.87,True
REV-0000427,CTC-004,USR-000070,2023-06,277.63,True
REV-0000428,CTC-004,USR-000070,2023-07,89.32,True
REV-0000429,CTC-004,USR-000070,2023-08,127.64,True
REV-0000430,CTC-004,USR-000071,2023-01,212.21,False
REV-0000431,CTC-004,USR-000071,2023-02,109.1,True
REV-0000432,CTC-004,USR-000071,2023-03,250.97,True
REV-0000433,CTC-004,USR-000071,2023-04,188.73,True
REV-0000434,CTC-004,USR-000071,2023-05,288.03,True
REV-0000435,CTC-004,USR-000071,2023-06,305.66,True
REV-0000436,CTC-004,USR-000071,2023-07,228.92,True
REV-0000437,CTC-004,USR-000071,2023-08,215.63,True
REV-0000438,CTC-004,USR-000071,2023-09,89.34,True
REV-0000439,CTC-004,USR-000071,2023-10,285.32,True
REV-0000440,CTC-004,USR-000071,2023-11,121.26,True
REV-0000441,CTC-004,USR-000072,2023-01,92.59,False
REV-0000442,CTC-004,USR-000072,2023-01,217.5,True
REV-0000443,CTC-004,USR-000072,2023-03,223.97,True
REV-0000444,CTC-004,USR-000072,2023-04,259.71,True
REV-0000445,CTC-004,USR-000072,2023-05,157.6,True
REV-0000446,CTC-004,USR-000072,2023-05,303.03,True
REV-0000447,CTC-004,USR-000072,2023-06,254.76,True
REV-0000448,CTC-004,USR-000072,2023-07,223.54,True
REV-0000449,CTC-004,USR-000072,2023-08,302.44,True
REV-0000450,CTC-004,USR-000072,2023-09,81.76,True
REV-0000451,CTC-004,USR-000073,2023-01,94.66,False
REV-0000452,CTC-004,USR-000073,2023-02,290.92,True
REV-0000453,CTC-004,USR-000073,2023-03,122.62,True
REV-0000454,CTC-004,USR-000073,2023-04,201.9,True
REV-0000455,CTC-004,USR-000074,2023-01,249.1,False
REV-0000456,CTC-004,USR-000074,2023-02,158.85,True
REV-0000457,CTC-004,USR-000074,2023-03,100.9,True
REV-0000458,CTC-004,USR-000074,2023-04,303.42,True
REV-0000459,CTC-004,USR-000074,2023-05,198.93,True
REV-0000460,CTC-001,USR-000075,2023-01,114.8,False
REV-0000461,CTC-003,USR-000076,2023-01,185.23,False
REV-0000462,CTC-003,USR-000076,2023-02,172.44,True
REV-0000463,CTC-003,USR-000076,2023-03,410.79,True
REV-0000464,CTC-003,USR-000076,2023-04,243.35,True
